,CUI,STR,NAME_SAB,DEF,DEF_SAB,TUI,STY
397,C0136123,Perindopril,SNOMEDCT_US,"A non-sulfhydryl angiotensin converting enzyme (ACE) inhibitor with antihypertensive activity. Upon hydrolysis, perindopril is converted to its active form perindoprilat, inhibiting ACE and the conversion of angiotensin I to angiotensin II; consequently, angiotensin II-mediated vasoconstriction and angiotensin II-stimulated aldosterone secretion from the adrenal cortex are inhibited and diuresis and natriuresis ensue.",NCI,T109,Organic Chemical
398,C0137440,Dexchlorpheniramine maleate,SNOMEDCT_US,"The maleate salt form of dexchlorpheniramine, an alkylamine, and first-generation histamine antagonist with anti-allergic activity. Dexchlorpheniramine maleate competitively blocks H1 receptors, thereby preventing the actions of histamine on bronchial smooth muscle, capillaries and gastrointestinal (GI) smooth muscle. This prevents histamine-induced bronchoconstriction, vasodilation, increased capillary permeability, and GI smooth muscle spasms.",NCI,T109,Organic Chemical
399,C0138273,Prednisolone sodium phosphate,SNOMEDCT_US,"The sodium phosphate salt form of prednisolone, a synthetic glucocorticoid with anti-inflammatory and immunomodulating properties. As a glucocorticoid receptor agonist, prednisolone sodium phosphate binds to specific intracellular glucocorticoid receptors, and causes the ligand- receptor complex to be translocated to the nucleus where it initiates the transcription of glucocorticoid-responsive genes such as various cytokines and lipocortins. Lipocortins inhibit phospholipase A2, thereby blocking the release of arachidonic acid from membrane phospholipids and preventing the synthesis of prostaglandins and leukotrienes, both potent mediators of inflammation. This agent also decreases the number of circulating lymphocytes, induces cell differentiation, and stimulates apoptosis in sensitive tumor cell populations.",NCI,T109,Organic Chemical
400,C0138274,Prednisolone sodium succinate,SNOMEDCT_US,"The sodium succinate salt form of prednisolone, a synthetic glucocorticoid with anti-inflammatory and immunomodulating properties. After cell surface receptor attachment and cell entry, prednisolone enters the nucleus where it binds to and activates specific nuclear receptors, resulting in an altered gene expression and inhibition of proinflammatory cytokine production. This agent also decreases the number of circulating lymphocytes, induces cell differentiation, and stimulates apoptosis in sensitive tumor cells populations. (NCI)",NCI,T109,Organic Chemical
401,C0142278,Sibutramine hydrochloride,SNOMEDCT_US,"The hydrochloride salt form of sibutramine, a phenethylamine derivative with appetite depressant property. Sibutramine hydrochloride metabolites M1 and M2 competitively inhibit the reuptake of norepinephrine, serotonin, and to a lesser degree dopamine by pre-synaptic nerve terminals, thereby promoting a sense of satiety, leading to a decrease in calorie intake, and possibly an increase in resting metabolic rate. This agent does not exhibit anticholinergic or antihistaminic effects.",NCI,T109,Organic Chemical
402,C0148932,Phendimetrazine tartrate,SNOMEDCT_US,"A phenylalkylamine sympathomimetic amine with appetite depressant property. Phendimetrazine tartrate is a prodrug that is hydrolyzed to the active metabolite phenmetrazine, which competes with norepinephrine and dopamine for their presynaptic transporters, thereby blocks the reuptake of these monoamines at the neuronal junctions. As a result, this prolongs activities of dopamine and norepinephrine and leads to central nervous system (CNS) stimulation and metabolic effects, including appetite-suppression, decreased gastric acid secretion and increased blood pressure.",NCI,T109,Organic Chemical
403,C0149670,Disorder of carbohydrate metabolism,SNOMEDCT_US,"Metabolism is the process your body uses to make energy from the food you eat. Food is made up of proteins, carbohydrates, and fats. Chemicals in your digestive system (enzymes) break the food parts down into sugars and acids, your body's fuel. Your body can use this fuel right away, or it can store the energy in your body tissues. If you have a metabolic disorder, something goes wrong with this process. Carbohydrate metabolism disorders are a group of metabolic disorders. Normally your enzymes break carbohydrates down into glucose (a type of sugar). If you have one of these disorders, you may not have enough enzymes to break down the carbohydrates. Or the enzymes may not work properly. This causes a harmful amount of sugar to build up in your body. That can lead to health problems, some of which can be serious. Some of the disorders are fatal. These disorders are inherited. Newborn babies get screened for many of them, using blood tests. If there is a family history of one of these disorders, parents can get genetic testing to see whether they carry the gene. Other genetic tests can tell whether the fetus has the disorder or carries the gene for the disorder. Treatments may include special diets, supplements, and medicines. Some babies may also need additional treatments, if there are complications. For some disorders, there is no cure, but treatments may help with symptoms.",MEDLINEPLUS,T047,Disease or Syndrome
404,C0149877,Hypoglycemic encephalopathy,SNOMEDCT_US,"Brain damage related to a lowering of blood glucose below a critical level (around 30 mg/dl), which may lead to confusion, lethargy and delirium followed by seizures and coma. Prolonged hypoglycemia may lead to irreversible brain damage. [https://orcid.org/0000-0002-0736-9199]",HPO,T047,Disease or Syndrome
405,C0149942,Ophthalmoplegia due to diabetes mellitus,SNOMEDCT_US,,,T047,Disease or Syndrome
406,C0150011,Ineffective airway clearance,SNOMEDCT_US,Inability to clear secretions or obstructions from the respiratory tract to maintain a clear airway.,NANDA-I,T046,Pathologic Function
407,C0150254,Hypoglycemia management,SNOMEDCT_US,Preventing and treating low blood glucose levels,NIC,T061,Therapeutic or Preventive Procedure
408,C0150544,Diabetic care,SNOMEDCT_US,Managing and/or caring for a patient by monitoring and/or controlling his or her diabetic condition(s).,ALT,T058,Health Care Activity
409,C0150840,Former or Present Systemic Disease,AIR,,,T047,Disease or Syndrome
410,C0150941,Concomitant or past diseases,AIR,,,T033,Finding
411,C0151620,Hypertensive encephalopathy,SNOMEDCT_US,Encephalopathy resulting from hypertension.,NCI,T047,Disease or Syndrome
412,C0151671,Glucose tolerance decreased (finding),MTH,"An abnormal resistance to glucose, i.e., a reduction in the ability to maintain glucose levels in the blood stream within normal limits following oral or intravenous administration of glucose. [https://orcid.org/0000-0002-0736-9199]",HPO,T033,Finding
413,C0151864,Disorder of pregnancy,SNOMEDCT_US,"A disorder that is related to pregnancy. Representative examples include ectopic pregnancy, toxemia of pregnancy, and gestational trophoblastic tumor.",NCI,T047,Disease or Syndrome
414,C0152020,gastroparesis,MEDCIN,Paralysis of the muscles of the stomach wall resulting in delayed emptying of the gastric contents into the small intestine.,NCI,T047,Disease or Syndrome
415,C0152105,Hypertensive heart disease,SNOMEDCT_US,"Heart conditions that are caused by high blood pressure, including coronary artery disease and heart failure.",NCI,T047,Disease or Syndrome
416,C0152132,Hypertensive retinopathy,SNOMEDCT_US,Retinopathy due to hypertension.,NCI,T047,Disease or Syndrome
417,C0152170,Transient hypertension,SNOMEDCT_US,,,T047,Disease or Syndrome
418,C0154172,Type I diabetes mellitus with hyperosmolar coma,MDR,,,T047,Disease or Syndrome
419,C0154181,Type II diabetes mellitus with peripheral circulatory disorders,MDR,,,T047,Disease or Syndrome
420,C0154182,Type I diabetes mellitus with peripheral circulatory disorders,MDR,,,T047,Disease or Syndrome
421,C0154183,Diabetes with other specified manifestations,ICD9CM,,,T047,Disease or Syndrome
422,C0154189,Other disorders of pancreatic internal secretion,MEDCIN,,,T047,Disease or Syndrome
423,C0154191,Abnormality of secretion of glucagon,SNOMEDCT_US,,,T047,Disease or Syndrome
424,C0154830,Proliferative Diabetic Retinopathy,NCI,"Advanced retinopathy due to diabetes mellitus characterized by the formation of new vessels in the retina. The new vessels are abnormal and fragile. If hemorrhage occurs due to the vascular fragility, there is increased risk of vision loss or blindness.",NCI,T047,Disease or Syndrome
425,C0155583,Benign essential hypertension (disorder),MTH,A condition of mild to moderate high blood pressure that has no identifiable cause.,NCI,T047,Disease or Syndrome
426,C0155584,Malignant hypertensive heart disease,SNOMEDCT_US,,,T047,Disease or Syndrome
427,C0155586,Malignant hypertensive heart disease with congestive heart failure,SNOMEDCT_US,,,T047,Disease or Syndrome
428,C0155587,Benign hypertensive heart disease,SNOMEDCT_US,,,T047,Disease or Syndrome
